study_gold_id	path_count	paths
Gs0153910	1	Engineered > Wastewater > Sewage
Gs0153911	1	Environmental > Aquatic > Freshwater > River > Sediment
Gs0153912	1	Environmental > Aquatic > Marine > Coastal
Gs0153913	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0153914	2	Engineered > WWTP > Wastewater|Environmental > Aquatic > Freshwater > River
Gs0153915	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0153916	1	Host-associated > Plants > Tissue
Gs0153917	1	Host-associated > Mammals: Human > Remains > Skeletonized remains > Dental calculus
Gs0153918	3	Host-associated > Mammals: Human > Integumentary system > Skin > Axilla/Armpit|Host-associated > Mammals: Human > Integumentary system > Skin > Scalp|Host-associated > Mammals: Human > Integumentary system > Skin > Skin surface
Gs0153919	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0153922	2	Environmental > Aquatic > Thermal springs > Hot (42-90C)|Environmental > Aquatic > Thermal springs > Warm (34-42C)
Gs0153931	2	Environmental > Aquatic > Marine > Coastal|Environmental > Aquatic > Marine > Coastal > Sediment
Gs0153939	2	Environmental > Terrestrial > Soil|Environmental > Terrestrial > Soil > Contaminated
Gs0153940	1	Environmental > Terrestrial > Rock-dwelling (endoliths)
Gs0153943	3	Environmental > Aquatic > Freshwater > Lake > Sediment|Environmental > Aquatic > Freshwater > Sediment|Environmental > Aquatic > Marine > Sediment
Gs0153944	1	Environmental > Terrestrial > Soil > Grasslands
Gs0153945	1	Host-associated > Plants > Phyllosphere > Phylloplane/Leaf > Endophytes
Gs0153946	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0153947	2	Engineered > Industrial production > Chemical products|Environmental > Terrestrial > Deep subsurface
Gs0153953	1	Environmental > Aquatic > Freshwater > Reservoir
Gs0153955	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0153958	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0153959	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0153960	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0153961	1	Host-associated > Mammals > Digestive system > Large intestine > Cecum
Gs0153962	1	Environmental > Aquatic > Freshwater > Pond
Gs0153963	1	Host-associated > Plants > Mixed parts
Gs0153964	1	Engineered > WWTP > Wastewater
Gs0153965	1	Host-associated > Microbial > Bacteria
Gs0153966	1	Engineered > WWTP > Activated sludge
Gs0153967	1	Host-associated > Mammals > Digestive system > Stomach
Gs0153968	1	Engineered > Wastewater > Activated Sludge
Gs0153970	2	Host-associated > Mammals: Human > Circulatory system > Blood > Plasma|Host-associated > Mammals: Human > Respiratory system > Pharynx/Throat > Nasopharynx
Gs0153971	1	Environmental > Aquatic > Marine > Coastal > Sediment
Gs0153975	1	Host-associated > Arthropoda: Insects > Digestive system > Hindgut > P4 segment
Gs0153976	1	Engineered > Wastewater > Activated Sludge
Gs0153977	1	Host-associated > Birds > Digestive system > Large intestine > Ceca
Gs0153978	1	Engineered > Food production
Gs0153980	1	Host-associated > Arthropoda: Insects > Whole body
Gs0153987	2	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Oceanic
Gs0153988	1	Environmental > Aquatic > Freshwater
Gs0153989	1	Environmental > Aquatic > Freshwater > River
Gs0153995	1	Environmental > Terrestrial > Geologic > Mine
Gs0153999	1	Environmental > Terrestrial > Soil
Gs0154006	1	Environmental > Terrestrial > Soil > Wetlands
Gs0154011	2	Host-associated > Plants > Phyllosphere > Caulosphere|Host-associated > Plants > Roots
Gs0154023	1	Environmental > Aquatic > Freshwater > Creek > Sediment
Gs0154043	1	Host-associated > Plants > Peat moss
Gs0154044	4	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Environmental > Terrestrial > Soil > Botanical garden > Bulk soil|Host-associated > Plants > Roots > Endosphere|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0154048	1	Environmental > Terrestrial > Soil > Boreal forest/Taiga > Bulk soil
Gs0154051	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0154076	1	Engineered > Artificial ecosystem > Soil microcosm
Gs0154080	1	Environmental > Aquatic > Marine > Hydrothermal vents > Sediment
Gs0154089	1	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Sediment
Gs0154092	1	Engineered > Bioreactor > Denitrification > Woodchip Bioreactor (WBR) > Woodchip biofilm
Gs0154093	3	Environmental > Terrestrial > Soil|Host-associated > Plants > Roots|Host-associated > Plants > Roots > Rhizoplane
Gs0154099	2	Host-associated > Fungi > Spore|Host-associated > Plants > Roots
Gs0154119	1	Environmental > Aquatic > Freshwater > Pond
Gs0154120	1	Environmental > Aquatic > Marine > Hydrothermal vents
Gs0154126	1	Environmental > Terrestrial > Deep subsurface > Aquifer > Rock core/Sediment
Gs0154129	1	Environmental > Aquatic > Freshwater > Groundwater > Aquifer
Gs0154137	2	Environmental > Terrestrial > Rock-dwelling (endoliths)|Environmental > Terrestrial > Rock-dwelling (endoliths) > Halite
Gs0154144	1	Environmental > Aquatic > Freshwater > Kettle hole
Gs0154146	1	Host-associated > Mammals > Integumentary system > Mammary gland > Milk
Gs0154147	1	Environmental > Aquatic > Marine > Oceanic
Gs0154153	1	Environmental > Terrestrial > Soil > Grasslands > Bulk soil
Gs0154154	4	Host-associated > Mammals > Digestive system > Large intestine > Fecal|Host-associated > Mammals > Digestive system > Small intestine > Duodenum|Host-associated > Mammals > Digestive system > Stomach > Abomasum|Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0154155	1	Engineered > WWTP > Activated sludge
Gs0154157	3	Environmental > Aquatic > Marine > Harbor|Environmental > Aquatic > Marine > Inlet|Environmental > Aquatic > Marine > Sediment
Gs0154158	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154159	1	Host-associated > Plants > Phyllosphere > Phylloplane/Leaf surface
Gs0154161	1	Host-associated > Plants > Peat moss
Gs0154162	2	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Coastal
Gs0154163	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154178	1	Host-associated > Invertebrates > Cnidaria > Coral > Tissue
Gs0154189	1	Environmental > Terrestrial > Soil > Tropical forest > Bulk soil
Gs0154190	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0154192	1	Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva
Gs0154195	1	Host-associated > Porifera > Sponge
Gs0154199	1	Host-associated > Fish > Digestive system
Gs0154202	1	Engineered > Lab culture > Culture media
Gs0154205	4	Engineered > Bioreactor > Denitrification > Woodchip Bioreactor (WBR)|Environmental > Aquatic > Freshwater > Wetlands > Sediment|Environmental > Aquatic > Marine > Intertidal zone > Salt marsh sediment|Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0154206	1	Engineered > Solid waste > Landfill
Gs0154207	1	Engineered > Built environment > Drinking water treatment plant > Drinking water filter
Gs0154208	2	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil|Environmental > Terrestrial > Soil > Temperate forest > O horizon/Organic
Gs0154209	1	Environmental > Terrestrial > Soil
Gs0154210	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0154211	1	Environmental > Terrestrial > Soil
Gs0154212	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0154213	1	Environmental > Terrestrial > Soil > Desert
Gs0154214	1	Environmental > Aquatic > Marine > Intertidal zone > Estuary
Gs0154215	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154216	2	Environmental > Aquatic > Marine > Coastal|Environmental > Aquatic > Marine > Coastal > Sediment
Gs0154217	1	Engineered > Bioreactor > Anaerobic > Digestate
Gs0154218	3	Engineered > Sewage treatment plant > Sludge|Engineered > Solid waste > Animal waste > Manure|Engineered > Solid waste > Vegetable
Gs0154219	1	Environmental > Aquatic > Marine > Coastal
Gs0154220	1	Host-associated > Microbial > Bacteria
Gs0154221	1	Environmental > Aquatic > Marine
Gs0154222	1	Environmental > Aquatic > Marine
Gs0154223	1	Environmental > Terrestrial > Soil
Gs0154224	1	Environmental > Terrestrial > Soil > Alpine
Gs0154225	1	Host-associated > Microbial > Bacteria
Gs0154226	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0154228	2	Engineered > Industrial production > Chemical products|Host-associated > Plants > Phyllosphere > Carposphere
Gs0154229	1	Engineered > WWTP > Activated sludge
Gs0154230	4	Environmental > Terrestrial > Soil|Host-associated > Plants > Phyllosphere > Caulosphere|Host-associated > Plants > Phyllosphere > Phylloplane/Leaf|Host-associated > Plants > Roots
Gs0154231	1	Engineered > Food production > Fermented food
Gs0154232	3	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Host-associated > Plants > Roots|Host-associated > Plants > Roots > Rhizosphere
Gs0154233	1	Environmental > Terrestrial > Soil
Gs0154234	1	Environmental > Aquatic > Marine > Inlet
Gs0154235	1	Host-associated > Mammals: Human > Integumentary system > Mammary gland > Milk
Gs0154236	5	Engineered > Food production > Egg products|Engineered > Food production > Fish products|Engineered > Food production > Meat products|Engineered > Food production > Plant products|Engineered > Food production > Spices
Gs0154237	1	Environmental > Aquatic > Freshwater > River
Gs0154239	1	Host-associated > Mammals > Digestive system > Stomach > Rumen fluid
Gs0154240	1	Host-associated > Mammals > Respiratory system > Pharynx/Throat > Nasopharynx
Gs0154241	2	Environmental > Aquatic > Freshwater > Groundwater|Environmental > Aquatic > Freshwater > Pond
Gs0154242	2	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Marine > Intertidal zone > Estuary
Gs0154243	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0154244	53	Engineered > Bioreactor > Aerobic > Activated sludge|Engineered > Bioreactor > Anaerobic > Sludge|Engineered > Industrial production > Chemical products > Lab-grade water|Engineered > Lab culture > Culture media > Bacteria|Engineered > Modeled > Simulated communities (microbial mixture)|Environmental > Aquatic > Freshwater > Glacier > Meltwater|Environmental > Aquatic > Freshwater > Groundwater > Coalbed water|Environmental > Aquatic > Freshwater > Lake > Microbial mats|Environmental > Aquatic > Freshwater > Lake > Sediment|Environmental > Aquatic > Freshwater > River > Sediment|Environmental > Aquatic > Marine > Intertidal zone > Salt marsh|Environmental > Aquatic > Marine > Oceanic|Environmental > Aquatic > Marine > Oceanic > Sediment|Environmental > Aquatic > Marine > Strait|Environmental > Aquatic > Marine > Strait > Sediment|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Microbial mats|Environmental > Terrestrial > Deep subsurface > Oil well|Environmental > Terrestrial > Deep subsurface > Rock|Environmental > Terrestrial > Nest > Insects nest > Beehive: Brood combs|Environmental > Terrestrial > Nest > Insects nest > Beehive: Cerumen|Environmental > Terrestrial > Nest > Insects nest > Beehive: Honey|Environmental > Terrestrial > Nest > Insects nest > Fungus garden/Fungus gallery|Environmental > Terrestrial > Nest > Insects nest > Nest dump|Environmental > Terrestrial > Soil|Environmental > Terrestrial > Soil > Agricultural land|Environmental > Terrestrial > Soil > Boreal forest/Taiga > Bulk soil|Environmental > Terrestrial > Soil > Glacier|Environmental > Terrestrial > Soil > Grasslands|Environmental > Terrestrial > Soil > Sand > Desert|Environmental > Terrestrial > Soil > Shrubland|Environmental > Terrestrial > Soil > Temperate forest > Bulk soil|Environmental > Terrestrial > Soil > Tropical forest > Bulk soil|Environmental > Terrestrial > Soil > Tundra > Bulk soil|Environmental > Terrestrial > Volcanic|Host-associated > Algae > Brown Algae|Host-associated > Algae > Green algae|Host-associated > Algae > Mixed algae turf|Host-associated > Algae > Red algae|Host-associated > Amphibia > Digestive system > Intestine > Fecal|Host-associated > Birds > Digestive system > Large intestine > Fecal|Host-associated > Fish > Digestive system > Intestine|Host-associated > Fungi > Lichen|Host-associated > Invertebrates > Cnidaria > Coral > Tissue|Host-associated > Mammals > Digestive system > Large intestine > Fecal|Host-associated > Mammals > Integumentary system > Skin|Host-associated > Microbial > Bacteria|Host-associated > Mollusca > Bivalves|Host-associated > Mollusca > Digestive system > Gut|Host-associated > Mollusca > Respiratory system > Gills|Host-associated > Mollusca > Tissue|Host-associated > Plants > Pitcher > Phytotelma|Host-associated > Porifera > Sponge > Tissue|Host-associated > Reptilia > Digestive system > Large intestine > Fecal
Gs0154255	2	Engineered > Industrial production > Chemical products > Distilled water|Environmental > Aquatic > Marine > Strait
Gs0154256	1	Engineered > WWTP > Activated sludge
Gs0154257	1	Host-associated > Plants > Roots > Rhizosphere
Gs0154258	2	Host-associated > Plants > Phyllosphere > Phylloplane/Leaf|Host-associated > Plants > Roots > Taproot
Gs0154259	2	Environmental > Aquatic > Freshwater > River|Environmental > Aquatic > Freshwater > River > Sediment
Gs0154260	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0154261	2	Environmental > Terrestrial > Soil > Agricultural land|Host-associated > Plants > Mixed parts
Gs0154262	1	Environmental > Aquatic > Freshwater > Ice > Glacier
Gs0154263	1	Host-associated > Plants > Roots > Rhizosphere
Gs0154264	1	Engineered > Food production > Fermented vegetables
Gs0154265	5	Environmental > Terrestrial > Rock-dwelling (endoliths)|Environmental > Terrestrial > Soil > Sand|Host-associated > Plants > Phyllosphere > Caulosphere|Host-associated > Plants > Phyllosphere > Phylloplane/Leaf|Host-associated > Plants > Roots
Gs0154266	6	Engineered > Industrial production > Chemical products > PCR blank control|Engineered > Industrial production > Engineered product|Host-associated > Mammals > Digestive system > Large intestine > Fecal|Host-associated > Mammals > Digestive system > Large intestine > Meconium|Host-associated > Mammals > Digestive system > Oral cavity|Host-associated > Mammals > Reproductive system > Vagina
Gs0154267	11	Host-associated > Mammals > Digestive system > Large intestine|Host-associated > Mammals > Digestive system > Large intestine > Cecum|Host-associated > Mammals > Digestive system > Large intestine > Rectum|Host-associated > Mammals > Digestive system > Small intestine > Duodenum|Host-associated > Mammals > Digestive system > Small intestine > Ileum|Host-associated > Mammals > Digestive system > Small intestine > Jejunum|Host-associated > Mammals > Digestive system > Stomach > Abomasum|Host-associated > Mammals > Digestive system > Stomach > Omasum|Host-associated > Mammals > Digestive system > Stomach > Reticulum|Host-associated > Mammals > Digestive system > Stomach > Rumen|Host-associated > Mammals > Digestive system > Stomach > Rumen mucosa
Gs0154268	1	Environmental > Terrestrial > Soil > Peat > Fen
Gs0154269	3	Environmental > Terrestrial > Soil > Agricultural land|Host-associated > Plants > Roots|Host-associated > Plants > Roots > Rhizosphere
Gs0154270	4	Environmental > Terrestrial > Soil > Sand|Environmental > Terrestrial > Soil > Temperate forest > Bulk soil|Host-associated > Plants > Roots|Host-associated > Plants > Tissue
Gs0154271	1	Environmental > Aquatic > Marine
Gs0154272	1	Host-associated > Plants > Roots
Gs0154273	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0154274	1	Environmental > Aquatic > Marine > Intertidal zone > Estuary
Gs0154275	1	Environmental > Terrestrial > Geologic > Sediment > Sediment core
Gs0154276	1	Environmental > Terrestrial > Soil
Gs0154277	2	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Marine
Gs0154278	1	Environmental > Aquatic > Marine > Sediment
Gs0154279	3	Environmental > Aquatic > Freshwater > Drinking water|Environmental > Aquatic > Freshwater > Drinking water > Chloraminated|Environmental > Aquatic > Freshwater > Drinking water > Chlorinated
Gs0154280	1	Host-associated > Plants > Roots > Endosphere
Gs0154281	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154282	17	Engineered > Food production > Baby formula|Engineered > Food production > Beans|Engineered > Food production > Beverages|Engineered > Food production > Bread production|Engineered > Food production > Dairy products|Engineered > Food production > Egg products|Engineered > Food production > Fermented beverages|Engineered > Food production > Fermented food|Engineered > Food production > Food sample|Engineered > Food production > Grains/Grain products|Engineered > Food production > Meat products|Engineered > Food production > Nuts|Engineered > Food production > Pastry|Engineered > Food production > Plant products|Engineered > Food production > Seafood|Engineered > Food production > Spices|Engineered > Food production > Sweets
Gs0154283	1	Environmental > Aquatic > Freshwater > Reservoir
Gs0154284	1	Environmental > Aquatic > Marine
Gs0154285	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0154286	1	Engineered > Built environment > Hospital
Gs0154288	1	Environmental > Aquatic > Freshwater > Lake
Gs0154289	6	Environmental > Air > Indoor Air > Dust|Environmental > Aquatic > Marine > Oceanic|Environmental > Aquatic > Marine > Oceanic > Sediment|Environmental > Terrestrial > Soil|Host-associated > Plants > Roots|Host-associated > Plants > Roots > Rhizosphere
Gs0154290	1	Host-associated > Plants > Peat moss
Gs0154291	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0154292	1	Host-associated > Plants > Roots > Rhizosphere
Gs0154293	1	Environmental > Terrestrial > Floodplain > Aquatic biofilm
Gs0154294	1	Environmental > Aquatic > Marine > Coastal
Gs0154295	1	Environmental > Terrestrial > Soil
Gs0154296	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Lake
Gs0154299	1	Engineered > Bioreactor > Anaerobic > Sludge
Gs0154305	1	Environmental > Terrestrial > Soil > Potting soil
Gs0154317	1	Environmental > Aquatic > Freshwater > Lake > Sediment
Gs0154324	1	Environmental > Terrestrial > Rock-dwelling (endoliths)
Gs0154325	1	Environmental > Aquatic > Freshwater > Lake
Gs0154326	3	Engineered > Artificial ecosystem > Soil microcosm|Engineered > Industrial production > Chemical products > Sheath fluid|Environmental > Terrestrial > Soil
Gs0154329	1	Environmental > Terrestrial > Soil > Leptosol > Eutric
Gs0154348	1	Engineered > Artificial ecosystem > Sediment microcosm > Wetland sediment
Gs0154350	2	Host-associated > Plants > Phyllosphere > Phylloplane/Leaf > Endosphere|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0154351	3	Environmental > Aquatic > Freshwater > River|Environmental > Terrestrial > Plant litter > Litterfall > Leaves|Host-associated > Plants > Phyllosphere > Phylloplane/Leaf
Gs0154364	1	Environmental > Aquatic > Freshwater > Lake
Gs0154371	1	Host-associated > Microbial > Bacteria
Gs0154374	1	Environmental > Aquatic > Thermal springs > Tepid (25-34C)
Gs0154377	2	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Intertidal zone > Estuary
Gs0154383	1	Host-associated > Algae > Brown Algae
Gs0154400	1	Environmental > Aquatic > Freshwater > Lake > Sediment
Gs0154411	2	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Oceanic
Gs0154417	4	Environmental > Aquatic > Freshwater > Creek|Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Marine > Intertidal zone > Estuary|Environmental > Aquatic > Marine > Oceanic
Gs0154479	2	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Environmental > Terrestrial > Soil > Grasslands
Gs0154480	4	Environmental > Aquatic > Thermal springs > Runoff channel|Environmental > Aquatic > Thermal springs > Runoff channel > Adjacent soil|Environmental > Terrestrial > Rock-dwelling (endoliths)|Host-associated > Algae > Red algae
Gs0154481	1	Environmental > Aquatic > Marine > Hydrothermal vents
Gs0154482	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154501	1	Environmental > Terrestrial > Soil > Peat > Lignite
Gs0154511	1	Environmental > Aquatic > Thermal springs > Acid lake
Gs0154512	1	Environmental > Aquatic > Thermal springs > Hot (42-90C)
Gs0154513	2	Environmental > Terrestrial > Soil|Environmental > Terrestrial > Soil > Temperate forest
Gs0154521	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154561	1	Environmental > Aquatic > Marine > Coastal
Gs0154572	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Alkaline
Gs0154573	2	Environmental > Aquatic > Marine > Mud volcano|Environmental > Aquatic > Marine > Mud volcano > Sediment
Gs0154574	1	Environmental > Terrestrial > Deep subsurface > Fracking water
Gs0154575	1	Environmental > Aquatic > Marine > Sediment
Gs0154576	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Alkaline
Gs0154577	1	Environmental > Aquatic > Marine > Sediment
Gs0154578	1	Environmental > Aquatic > Marine > Sediment
Gs0154579	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Alkaline
Gs0154580	1	Environmental > Terrestrial > Deep subsurface
Gs0154581	1	Environmental > Aquatic > Freshwater > Subglacial lake
Gs0154582	1	Environmental > Terrestrial > Deep subsurface > Fracking water
Gs0154583	1	Environmental > Terrestrial > Deep subsurface > Fracking water
Gs0154584	3	Environmental > Aquatic > Marine > Deep subsurface > Rock|Environmental > Aquatic > Marine > Oceanic > Crustal Fluids|Environmental > Aquatic > Marine > Oceanic > Oceanic crust
Gs0154593	1	Environmental > Aquatic > Freshwater > Pond
Gs0154595	1	Engineered > Bioreactor > Denitrification
Gs0154610	1	Host-associated > Microbial > Bacteria
Gs0154611	1	Host-associated > Plants
Gs0154613	2	Host-associated > Microbial > Bacteria|Host-associated > Plants > Phyllosphere
Gs0154616	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0154617	1	Engineered > Artificial ecosystem > Soil microcosm
Gs0154618	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0154619	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154620	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0154621	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154622	1	Environmental > Aquatic > Freshwater > Lake
Gs0154623	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154624	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154625	1	Environmental > Terrestrial > Soil
Gs0154626	1	Environmental > Terrestrial > Soil > Paddy field/soil
Gs0154627	1	Environmental > Terrestrial > Soil > Tundra > Bulk soil
Gs0154628	1	Environmental > Terrestrial > Soil
Gs0154629	1	Environmental > Terrestrial > Soil > Forest > Bulk soil
Gs0154630	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154631	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154632	1	Engineered > Solid waste > Brown waste > Rice straw
Gs0154633	1	Environmental > Terrestrial > Soil
Gs0154634	2	Environmental > Terrestrial > Soil|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0154635	3	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Environmental > Terrestrial > Soil > Paddy field/soil|Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0154636	1	Engineered > Food production > Fermented vegetables
Gs0154637	1	Environmental > Aquatic > Aquaculture > Shrimp pond
Gs0154638	1	Environmental > Terrestrial > Soil > Grasslands
Gs0154639	1	Environmental > Terrestrial > Soil > Proglacial area > Forefield soil
Gs0154640	1	Environmental > Terrestrial > Soil
Gs0154641	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154642	1	Environmental > Terrestrial > Soil
Gs0154643	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154644	1	Environmental > Terrestrial > Soil > Tundra
Gs0154645	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154646	1	Environmental > Terrestrial > Soil > Boreal forest/Taiga > Bulk soil
Gs0154647	1	Environmental > Terrestrial > Soil
Gs0154648	1	Environmental > Terrestrial > Soil > Grasslands > Bulk soil
Gs0154649	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154650	1	Engineered > Artificial ecosystem > Soil microcosm
Gs0154651	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0154652	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154653	1	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154654	2	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0154655	3	Engineered > Artificial ecosystem > Nutrient-poor > Pine litter on sand|Engineered > Artificial ecosystem > Nutrient-rich > R2A agar|Environmental > Terrestrial > Soil
Gs0154656	2	Environmental > Terrestrial > Soil > Chaparral|Environmental > Terrestrial > Soil > Grasslands > Bulk soil
Gs0154658	5	Engineered > WWTP > Wastewater|Environmental > Aquatic > Freshwater > Creek|Environmental > Aquatic > Freshwater > Pond|Environmental > Aquatic > Freshwater > River|Environmental > Terrestrial > Soil > Agricultural land > Bulk soil
Gs0154659	1	Environmental > Aquatic > Freshwater > Floodplain lake
Gs0154660	1	Engineered > Artificial ecosystem > Soil microcosm
Gs0154661	1	Environmental > Terrestrial > Soil
Gs0154662	1	Environmental > Terrestrial > Soil
Gs0154663	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0154664	2	Environmental > Terrestrial > Soil > Grasslands > Bulk soil|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0154665	1	Environmental > Terrestrial > Soil > Grasslands > Bulk soil
Gs0156550	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0156552	1	Environmental > Terrestrial > Soil > Greenhouse
Gs0156553	1	Environmental > Aquatic > Marine > Sediment
Gs0156557	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0156565	1	Environmental > Terrestrial > Soil
Gs0156567	3	Environmental > Terrestrial > Soil|Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Environmental > Terrestrial > Soil > Bulk soil
Gs0156568	2	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil|Host-associated > Plants > Roots
Gs0156569	1	Environmental > Aquatic > Freshwater > Wetlands > Soil
Gs0156586	3	Environmental > Aquatic|Host-associated > Mammals: Human > Respiratory system > Pharynx/Throat|Host-associated > Mammals: Human > Respiratory system > Pharynx/Throat > Nasopharynx
Gs0156593	2	Engineered > Bioreactor > Anaerobic > Digestate|Engineered > Bioreactor > Anaerobic > Inoculum
Gs0156599	1	Environmental > Aquatic > Freshwater > Pond
Gs0156600	2	Environmental > Terrestrial > Soil > Tropical forest > Bulk soil|Environmental > Terrestrial > Soil > Wetlands
Gs0156631	1	Environmental > Aquatic > Marine > Intertidal zone > Estuary
Gs0156633	2	Engineered > WWTP > Aerobic digester > Activated sludge|Engineered > WWTP > Anaerobic digester > Sludge
Gs0156634	1	Environmental > Terrestrial > Soil > Biocrust
Gs0156635	1	Host-associated > Arthropoda: Insects > Larva > Gut
Gs0156701	1	Environmental > Terrestrial > Soil > Peat
Gs0156702	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0156708	1	Environmental > Aquatic > Marine > Intertidal zone > Salt marsh
Gs0156730	2	Environmental > Terrestrial > Soil > Temperate forest|Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0156735	1	Engineered > Artificial ecosystem > Mesocosm
Gs0156736	5	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Environmental > Terrestrial > Soil > Grasslands|Environmental > Terrestrial > Soil > Grasslands > Bulk soil|Environmental > Terrestrial > Soil > Pasture|Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0156745	1	Environmental > Terrestrial > Soil > Grasslands
Gs0156760	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline > Sediment
Gs0156765	3	Environmental > Terrestrial > Soil|Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Remains > Fossilized remains > Paleofeces
Gs0156767	1	Environmental > Terrestrial > Soil > Pasture
Gs0156783	1	Host-associated > Plants > Roots
Gs0156784	1	Environmental > Terrestrial > Soil > Garden
Gs0156785	2	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Host-associated > Plants > Roots > Rhizoplane
Gs0156786	1	Environmental > Terrestrial > Soil > Contaminated
Gs0156787	1	Environmental > Terrestrial > Soil > Garden
