canonical_path	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	leaf_label	depth	gold_node_count	organism_count	study_count	biosample_count	total_assertions	gold_node_ids
Environmental > Aquatic > Marine > Oceanic > Aphotic zone	Environmental	Aquatic	Marine	Oceanic	Aphotic zone	Aphotic zone	5	1	146	0	0	146	gold.ecosystem:4010
Engineered > Bioreactor > Wastewater > Activated sludge	Engineered	Bioreactor	Wastewater	Activated sludge		Activated sludge	4	2	144	0	0	144	gold.ecosystem:5680|gold.ecosystem:5681
Engineered > Wastewater > Sludge	Engineered	Wastewater	Sludge			Sludge	3	3	140	0	0	140	gold.ecosystem:5501|gold.ecosystem:5502|gold.ecosystem:5503
Host-associated > Fungi > Fruiting body	Host-associated	Fungi	Fruiting body			Fruiting body	3	3	140	0	0	140	gold.ecosystem:4548|gold.ecosystem:4549|gold.ecosystem:4550
Environmental > Terrestrial > Soil > Agricultural land	Environmental	Terrestrial	Soil	Agricultural land		Agricultural land	4	2	138	0	0	138	gold.ecosystem:5860|gold.ecosystem:7674
Host-associated > Fungi > Spore	Host-associated	Fungi	Spore			Spore	3	3	135	0	0	135	gold.ecosystem:7742|gold.ecosystem:7743|gold.ecosystem:7744
Environmental > Terrestrial > Soil > Paddy field/soil	Environmental	Terrestrial	Soil	Paddy field/soil		Paddy field/soil	4	2	133	0	0	133	gold.ecosystem:5611|gold.ecosystem:5613
Host-associated > Reptilia	Host-associated	Reptilia				Reptilia	2	4	133	0	0	133	gold.ecosystem:3380|gold.ecosystem:3586|gold.ecosystem:3680|gold.ecosystem:3906
Engineered > Bioreactor > Anaerobic	Engineered	Bioreactor	Anaerobic			Anaerobic	3	3	131	0	0	131	gold.ecosystem:4440|gold.ecosystem:4441|gold.ecosystem:4442
Host-associated > Plants > Phyllosphere > Caulosphere > Bark	Host-associated	Plants	Phyllosphere	Caulosphere	Bark	Bark	5	1	131	0	0	131	gold.ecosystem:5752
Host-associated > Mammals: Human > Digestive system > Oral cavity > Dental plaque	Host-associated	Mammals: Human	Digestive system	Oral cavity	Dental plaque	Dental plaque	5	1	130	0	0	130	gold.ecosystem:5038
Host-associated > Plants > Rhizome	Host-associated	Plants	Rhizome			Rhizome	3	3	130	0	0	130	gold.ecosystem:3607|gold.ecosystem:3728|gold.ecosystem:3943
Environmental > Terrestrial > Soil > Unclassified > Contaminated	Environmental	Terrestrial	Soil		Contaminated	Contaminated	5	1	129	0	0	129	gold.ecosystem:4215
Host-associated > Mammals > Lymphatic system > Lymph nodes	Host-associated	Mammals	Lymphatic system	Lymph nodes		Lymph nodes	4	2	129	0	0	129	gold.ecosystem:3677|gold.ecosystem:4127
Host-associated > Plants > Phyllosphere > Phylloplane/Leaf > Leaf surface	Host-associated	Plants	Phyllosphere	Phylloplane/Leaf	Leaf surface	Leaf surface	5	1	128	0	0	128	gold.ecosystem:7701
Environmental > Terrestrial > Soil > Temperate forest > Bulk soil	Environmental	Terrestrial	Soil	Temperate forest	Bulk soil	Bulk soil	5	1	127	0	0	127	gold.ecosystem:6005
Host-associated > Mammals: Human > Urinary system	Host-associated	Mammals: Human	Urinary system			Urinary system	3	3	127	0	0	127	gold.ecosystem:6122|gold.ecosystem:6276|gold.ecosystem:6277
Engineered > Industrial production	Engineered	Industrial production				Industrial production	2	4	125	0	0	125	gold.ecosystem:2892|gold.ecosystem:3522|gold.ecosystem:3859|gold.ecosystem:4293
Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva	Host-associated	Mammals: Human	Digestive system	Oral cavity	Saliva	Saliva	5	1	125	0	0	125	gold.ecosystem:3907
Engineered > Solid waste > Animal waste > Manure	Engineered	Solid waste	Animal waste	Manure		Manure	4	2	124	0	0	124	gold.ecosystem:4915|gold.ecosystem:4916
Engineered > Bioreactor > Anaerobic > Sludge	Engineered	Bioreactor	Anaerobic	Sludge		Sludge	4	2	123	0	0	123	gold.ecosystem:5481|gold.ecosystem:5482
Environmental > Aquatic > Non-marine Saline and Alkaline	Environmental	Aquatic	Non-marine Saline and Alkaline			Non-marine Saline and Alkaline	3	3	121	0	0	121	gold.ecosystem:3482|gold.ecosystem:3752|gold.ecosystem:3970
Host-associated > Fish > Digestive system	Host-associated	Fish	Digestive system			Digestive system	3	3	121	0	0	121	gold.ecosystem:3566|gold.ecosystem:3645|gold.ecosystem:4090
Host-associated > Mammals > Integumentary system > Skin	Host-associated	Mammals	Integumentary system	Skin		Skin	4	2	121	0	0	121	gold.ecosystem:6383|gold.ecosystem:6392
Environmental > Aquatic > Freshwater > Creek	Environmental	Aquatic	Freshwater	Creek		Creek	4	2	115	0	0	115	gold.ecosystem:4513|gold.ecosystem:4514
Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline lake	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline lake		Hypersaline lake	4	2	115	0	0	115	gold.ecosystem:7892|gold.ecosystem:7893
Environmental > Aquatic > Marine > Intertidal zone > Mangrove sediment	Environmental	Aquatic	Marine	Intertidal zone	Mangrove sediment	Mangrove sediment	5	1	114	0	0	114	gold.ecosystem:5364
Environmental > Terrestrial > Soil > Unclassified > Farm	Environmental	Terrestrial	Soil		Farm	Farm	5	1	113	0	0	113	gold.ecosystem:5438
Host-associated > Mammals: Human > Digestive system > Oral cavity > Subgingival plaque	Host-associated	Mammals: Human	Digestive system	Oral cavity	Subgingival plaque	Subgingival plaque	5	1	113	0	0	113	gold.ecosystem:3913
Engineered > Built environment > Dairy processing facility	Engineered	Built environment	Dairy processing facility			Dairy processing facility	3	3	110	0	0	110	gold.ecosystem:5713|gold.ecosystem:5714|gold.ecosystem:5715
Host-associated > Algae > Green algae	Host-associated	Algae	Green algae			Green algae	3	3	108	0	0	108	gold.ecosystem:3617|gold.ecosystem:4759|gold.ecosystem:4760
Environmental > Aquatic > Marine > Volcanic	Environmental	Aquatic	Marine	Volcanic		Volcanic	4	2	107	0	0	107	gold.ecosystem:3772|gold.ecosystem:4022
Environmental > Aquatic > Marine > Intertidal zone > Estuary	Environmental	Aquatic	Marine	Intertidal zone	Estuary	Estuary	5	1	105	0	0	105	gold.ecosystem:4015
Environmental > Terrestrial > Soil > Unclassified > Forest Soil	Environmental	Terrestrial	Soil		Forest Soil	Forest Soil	5	1	105	0	0	105	gold.ecosystem:4205
Environmental > Aquatic > Non-marine Saline and Alkaline > Salt crystallizer ponds	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds		Salt crystallizer ponds	4	2	103	0	0	103	gold.ecosystem:3755|gold.ecosystem:3981
Environmental > Terrestrial > Rock-dwelling (subaerial biofilms)	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)			Rock-dwelling (subaerial biofilms)	3	3	103	0	0	103	gold.ecosystem:3495|gold.ecosystem:3808|gold.ecosystem:4201
Host-associated > Arthropoda: Insects > Digestive system > Foregut > Regurgitated nectar	Host-associated	Arthropoda: Insects	Digestive system	Foregut	Regurgitated nectar	Regurgitated nectar	5	1	103	0	0	103	gold.ecosystem:7389
Engineered > WWTP > Influent > Raw wastewater	Engineered	WWTP	Influent	Raw wastewater		Raw wastewater	4	2	102	0	0	102	gold.ecosystem:6078|gold.ecosystem:6079
Environmental > Aquatic > Freshwater > Groundwater > Mine	Environmental	Aquatic	Freshwater	Groundwater	Mine	Mine	5	1	102	0	0	102	gold.ecosystem:4168
Environmental > Terrestrial > Soil > Desert	Environmental	Terrestrial	Soil	Desert		Desert	4	2	102	0	0	102	gold.ecosystem:7067|gold.ecosystem:7068
Host-associated > Invertebrates > Cnidaria	Host-associated	Invertebrates	Cnidaria			Cnidaria	3	3	102	0	0	102	gold.ecosystem:3564|gold.ecosystem:4800|gold.ecosystem:4801
Environmental > Aquatic > Thermal springs > Sediment	Environmental	Aquatic	Thermal springs	Sediment		Sediment	4	2	101	0	0	101	gold.ecosystem:3765|gold.ecosystem:3999
Engineered > Lab synthesis > Genetic cross	Engineered	Lab synthesis	Genetic cross			Genetic cross	3	3	100	0	0	100	gold.ecosystem:3499|gold.ecosystem:4719|gold.ecosystem:4720
Environmental > Aquatic > Non-marine Saline and Alkaline > Lake > Brine	Environmental	Aquatic	Non-marine Saline and Alkaline	Lake	Brine	Brine	5	1	100	0	0	100	gold.ecosystem:5372
Environmental > Aquatic > Marine > Hydrothermal vents > Diffuse flow	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Diffuse flow	5	1	99	0	0	99	gold.ecosystem:4030
Environmental > Terrestrial > Soil > Tundra	Environmental	Terrestrial	Soil	Tundra		Tundra	4	2	98	0	0	98	gold.ecosystem:5902|gold.ecosystem:5950
Host-associated > Plants > Tissue	Host-associated	Plants	Tissue			Tissue	3	3	98	0	0	98	gold.ecosystem:5271|gold.ecosystem:5272|gold.ecosystem:5273
Engineered > Artificial ecosystem > Plant growth chamber	Engineered	Artificial ecosystem	Plant growth chamber			Plant growth chamber	3	3	96	0	0	96	gold.ecosystem:5550|gold.ecosystem:7521|gold.ecosystem:7522
Engineered > Food production > Beverages	Engineered	Food production	Beverages			Beverages	3	3	96	0	0	96	gold.ecosystem:5924|gold.ecosystem:5925|gold.ecosystem:5926
Environmental > Terrestrial > Soil > Agricultural land > Bulk soil	Environmental	Terrestrial	Soil	Agricultural land	Bulk soil	Bulk soil	5	1	96	0	0	96	gold.ecosystem:5861
Environmental > Terrestrial > Soil > Unclassified > Oil-contaminated	Environmental	Terrestrial	Soil		Oil-contaminated	Oil-contaminated	5	1	96	0	0	96	gold.ecosystem:4220
Environmental > Aquatic > Freshwater > Lotic	Environmental	Aquatic	Freshwater	Lotic		Lotic	4	2	95	0	0	95	gold.ecosystem:4342|gold.ecosystem:4645
Host-associated > Cnidaria	Host-associated	Cnidaria				Cnidaria	2	4	95	0	0	95	gold.ecosystem:3383|gold.ecosystem:3602|gold.ecosystem:3718|gold.ecosystem:5281
Host-associated > Arthropoda: Insects > Larva	Host-associated	Arthropoda: Insects	Larva			Larva	3	3	94	0	0	94	gold.ecosystem:7087|gold.ecosystem:7088|gold.ecosystem:7089
Host-associated > Mammals > Nervous system > Brain	Host-associated	Mammals	Nervous system	Brain		Brain	4	2	94	0	0	94	gold.ecosystem:3675|gold.ecosystem:4125
Host-associated > Mammals: Human > Integumentary system > Mammary gland > Milk	Host-associated	Mammals: Human	Integumentary system	Mammary gland	Milk	Milk	5	1	93	0	0	93	gold.ecosystem:6120
Environmental > Aquatic > Marine > Intertidal zone > Salt marsh	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	Salt marsh	5	1	91	0	0	91	gold.ecosystem:4012
Environmental > Aquatic > Non-marine Saline and Alkaline > Soda lake > Sediment	Environmental	Aquatic	Non-marine Saline and Alkaline	Soda lake	Sediment	Sediment	5	1	91	0	0	91	gold.ecosystem:7889
Host-associated > Porifera	Host-associated	Porifera				Porifera	2	4	90	0	0	90	gold.ecosystem:3388|gold.ecosystem:3621|gold.ecosystem:3900|gold.ecosystem:4341
Environmental > Terrestrial > Rock-dwelling (endoliths)	Environmental	Terrestrial	Rock-dwelling (endoliths)			Rock-dwelling (endoliths)	3	3	88	0	0	88	gold.ecosystem:4648|gold.ecosystem:4649|gold.ecosystem:4650
Host-associated > Arthropoda: Insects > Digestive system > Hindgut > Fecal	Host-associated	Arthropoda: Insects	Digestive system	Hindgut	Fecal	Fecal	5	1	87	0	0	87	gold.ecosystem:7187
Environmental > Aquatic > Thermal springs > Hot (42-90C) > Microbial mats	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Microbial mats	5	1	86	0	0	86	gold.ecosystem:4655
Environmental > Terrestrial > Soil > Sand > Desert	Environmental	Terrestrial	Soil	Sand	Desert	Desert	5	1	86	0	0	86	gold.ecosystem:4202
Host-associated > Plants > Tissue > Bark	Host-associated	Plants	Tissue	Bark		Bark	4	2	86	0	0	86	gold.ecosystem:5781|gold.ecosystem:5782
Environmental > Aquatic > Freshwater > Lentic > Sediment	Environmental	Aquatic	Freshwater	Lentic	Sediment	Sediment	5	1	85	0	0	85	gold.ecosystem:4175
Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline lake > Sediment	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline lake	Sediment	Sediment	5	1	85	0	0	85	gold.ecosystem:7895
Engineered > Industrial production > Engineered product	Engineered	Industrial production	Engineered product			Engineered product	3	3	83	0	0	83	gold.ecosystem:3523|gold.ecosystem:3860|gold.ecosystem:4294
Engineered > Solid waste	Engineered	Solid waste				Solid waste	2	4	81	0	0	81	gold.ecosystem:2887|gold.ecosystem:3512|gold.ecosystem:3844|gold.ecosystem:4276
Environmental > Aquatic > Freshwater > Ice	Environmental	Aquatic	Freshwater	Ice		Ice	4	2	81	0	0	81	gold.ecosystem:3785|gold.ecosystem:4061
Host-associated > Mammals: Human > Integumentary system > Skin > Lesion	Host-associated	Mammals: Human	Integumentary system	Skin	Lesion	Lesion	5	1	81	0	0	81	gold.ecosystem:6236
Engineered > Food production > Nuts	Engineered	Food production	Nuts			Nuts	3	3	80	0	0	80	gold.ecosystem:5939|gold.ecosystem:5940|gold.ecosystem:5941
Engineered > WWTP > Wastewater > Wastewater effluent	Engineered	WWTP	Wastewater	Wastewater effluent		Wastewater effluent	4	2	80	0	0	80	gold.ecosystem:6454|gold.ecosystem:6455
Engineered > Solid waste > Animal waste	Engineered	Solid waste	Animal waste			Animal waste	3	3	79	0	0	79	gold.ecosystem:3514|gold.ecosystem:3846|gold.ecosystem:4278
Host-associated > Tunicates > Ascidians	Host-associated	Tunicates	Ascidians			Ascidians	3	3	79	0	0	79	gold.ecosystem:3573|gold.ecosystem:3655|gold.ecosystem:4099
Engineered > Built environment > House	Engineered	Built environment	House			House	3	3	78	0	0	78	gold.ecosystem:4392|gold.ecosystem:4404|gold.ecosystem:4405
Engineered > Food production > Beverages > Juice	Engineered	Food production	Beverages	Juice		Juice	4	2	77	0	0	77	gold.ecosystem:7105|gold.ecosystem:7106
Environmental > Aquatic > Aquaculture	Environmental	Aquatic	Aquaculture			Aquaculture	3	3	77	0	0	77	gold.ecosystem:3481|gold.ecosystem:3750|gold.ecosystem:3965
Environmental > Aquatic > Marine > Intertidal zone	Environmental	Aquatic	Marine	Intertidal zone		Intertidal zone	4	2	77	0	0	77	gold.ecosystem:3770|gold.ecosystem:4013
Environmental > Terrestrial > Nest > Insects nest > Fungus garden/Fungus gallery	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	Fungus garden/Fungus gallery	5	1	77	0	0	77	gold.ecosystem:7274
Environmental > Terrestrial > Oil reservoir	Environmental	Terrestrial	Oil reservoir			Oil reservoir	3	3	77	0	0	77	gold.ecosystem:3490|gold.ecosystem:3801|gold.ecosystem:4194
Environmental > Terrestrial > Soil > Contaminated	Environmental	Terrestrial	Soil	Contaminated		Contaminated	4	2	77	0	0	77	gold.ecosystem:5884|gold.ecosystem:5901
Environmental > Terrestrial > Soil > Loam > Agricultural soil	Environmental	Terrestrial	Soil	Loam	Agricultural soil	Agricultural soil	5	1	77	0	0	77	gold.ecosystem:4244
Host-associated > Mammals > Digestive system > Biliary tract > Liver	Host-associated	Mammals	Digestive system	Biliary tract	Liver	Liver	5	1	77	0	0	77	gold.ecosystem:6399
Engineered > Food production > Silage fermentation	Engineered	Food production	Silage fermentation			Silage fermentation	3	3	76	0	0	76	gold.ecosystem:3500|gold.ecosystem:3821|gold.ecosystem:4248
Environmental > Aquatic > Marine > Intertidal zone > Beach/Shore	Environmental	Aquatic	Marine	Intertidal zone	Beach/Shore	Beach/Shore	5	1	75	0	0	75	gold.ecosystem:4017
Environmental > Aquatic > Non-marine Saline and Alkaline > Lake	Environmental	Aquatic	Non-marine Saline and Alkaline	Lake		Lake	4	2	75	0	0	75	gold.ecosystem:5371|gold.ecosystem:5410
Host-associated > Birds > Digestive system > Small intestine > Ileum	Host-associated	Birds	Digestive system	Small intestine	Ileum	Ileum	5	1	75	0	0	75	gold.ecosystem:6892
Engineered > Food production > Dairy products > Raw milk	Engineered	Food production	Dairy products	Raw milk		Raw milk	4	2	74	0	0	74	gold.ecosystem:7384|gold.ecosystem:7385
Engineered > Food production > Fermented seafood	Engineered	Food production	Fermented seafood			Fermented seafood	3	3	74	0	0	74	gold.ecosystem:3503|gold.ecosystem:3824|gold.ecosystem:4251
Environmental > Aquatic > Marine > Hydrothermal vents > Sediment	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	Sediment	5	1	73	0	0	73	gold.ecosystem:4029
Host-associated > Algae > Red algae	Host-associated	Algae	Red algae			Red algae	3	3	73	0	0	73	gold.ecosystem:3619|gold.ecosystem:3744|gold.ecosystem:3959
Environmental > Air > Indoor Air	Environmental	Air	Indoor Air			Indoor Air	3	3	72	0	0	72	gold.ecosystem:3477|gold.ecosystem:3746|gold.ecosystem:3961
Host-associated > Plants > Wood > Decayed wood	Host-associated	Plants	Wood	Decayed wood		Decayed wood	4	2	72	0	0	72	gold.ecosystem:7113|gold.ecosystem:7114
Host-associated > Mammals > Urinary system > Urine	Host-associated	Mammals	Urinary system	Urine		Urine	4	2	70	0	0	70	gold.ecosystem:6402|gold.ecosystem:6403
Engineered > Food production > Fish products	Engineered	Food production	Fish products			Fish products	3	3	69	0	0	69	gold.ecosystem:5889|gold.ecosystem:5890|gold.ecosystem:5891
Engineered > Lab enrichment	Engineered	Lab enrichment				Lab enrichment	2	4	69	0	0	69	gold.ecosystem:2890|gold.ecosystem:3518|gold.ecosystem:3852|gold.ecosystem:4285
Environmental > Aquatic > Marine > Seaweed	Environmental	Aquatic	Marine	Seaweed		Seaweed	4	2	69	0	0	69	gold.ecosystem:4685|gold.ecosystem:4686
Host-associated > Plants > Roots > Endosphere	Host-associated	Plants	Roots	Endosphere		Endosphere	4	2	69	0	0	69	gold.ecosystem:5303|gold.ecosystem:5304
Engineered	Engineered					Engineered	1	5	68	0	0	68	gold.ecosystem:2|gold.ecosystem:2891|gold.ecosystem:3521|gold.ecosystem:3858|gold.ecosystem:4292
Engineered > Built environment > Drinking water treatment plant > Drinking water	Engineered	Built environment	Drinking water treatment plant	Drinking water		Drinking water	4	2	68	0	0	68	gold.ecosystem:5499|gold.ecosystem:5500
Environmental > Aquatic > Marine > Bathypelagic	Environmental	Aquatic	Marine	Bathypelagic		Bathypelagic	4	2	68	0	0	68	gold.ecosystem:5337|gold.ecosystem:5338
Environmental > Aquatic > Marine > Neritic zone/Coastal water	Environmental	Aquatic	Marine	Neritic zone/Coastal water		Neritic zone/Coastal water	4	2	68	0	0	68	gold.ecosystem:3781|gold.ecosystem:4034
Environmental > Aquatic > Thermal springs > Hot (42-90C) > Acidic	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	Acidic	5	1	68	0	0	68	gold.ecosystem:3995
Environmental > Terrestrial > Cave	Environmental	Terrestrial	Cave			Cave	3	3	68	0	0	68	gold.ecosystem:4489|gold.ecosystem:4490|gold.ecosystem:4491
Environmental > Terrestrial > Soil > Unclassified > Permafrost	Environmental	Terrestrial	Soil		Permafrost	Permafrost	5	1	67	0	0	67	gold.ecosystem:4206
Host-associated > Amphibia > Digestive system > Intestine > Fecal	Host-associated	Amphibia	Digestive system	Intestine	Fecal	Fecal	5	1	67	0	0	67	gold.ecosystem:7294
